"loss","profit","macd_level","target_stability","balance"
"0.003","0.03","0.35","4","1058.0"
"0.003","0.03","0.35","6","1058.0"
"0.003","0.03","0.4","0","955.0"
"0.003","0.03","0.4","1","266.0"
"0.003","0.03","0.4","2","266.0"
"0.003","0.03","0.4","3","266.0"
"0.003","0.03","0.4","4","266.0"
"0.003","0.03","0.4","6","266.0"
"0.003","0.03","0.45","0","282.0"
"0.003","0.03","0.45","1","-318.0"
"0.003","0.03","0.45","2","-318.0"
"0.003","0.03","0.45","3","-318.0"
"0.003","0.03","0.45","4","-318.0"
"0.003","0.03","0.45","6","-318.0"
"0.003","0.03","0.5","0","132.0"
"0.003","0.03","0.5","1","-468.0"
"0.003","0.03","0.5","2","-468.0"
"0.003","0.03","0.5","3","-468.0"
"0.003","0.03","0.5","4","-468.0"
"0.003","0.03","0.5","6","-468.0"
"0.004","0.03","0.05","0","760.0"
"0.004","0.03","0.05","1","612.0"
"0.004","0.03","0.05","2","612.0"
"0.004","0.03","0.05","3","612.0"
"0.004","0.03","0.05","4","612.0"
"0.004","0.03","0.05","6","612.0"
"0.004","0.03","0.1","0","1173.0"
"0.004","0.03","0.1","1","487.0"
"0.004","0.03","0.1","2","487.0"
"0.004","0.03","0.1","3","487.0"
"0.004","0.03","0.1","4","487.0"
"0.004","0.03","0.1","6","487.0"
"0.004","0.03","0.15","0","1173.0"
"0.004","0.03","0.15","1","716.0"
"0.004","0.03","0.15","2","716.0"
"0.004","0.03","0.15","3","716.0"
"0.004","0.03","0.15","4","716.0"
"0.004","0.03","0.15","6","716.0"
"0.004","0.03","0.2","0","1173.0"
"0.004","0.03","0.2","1","944.0"
"0.004","0.03","0.2","2","944.0"
"0.004","0.03","0.2","3","944.0"
"0.004","0.03","0.2","4","944.0"
"0.004","0.03","0.2","6","944.0"
"0.004","0.03","0.25","0","1173.0"
"0.004","0.03","0.25","1","944.0"
"0.004","0.03","0.25","2","944.0"
"0.004","0.03","0.25","3","944.0"
"0.004","0.03","0.25","4","944.0"
"0.004","0.03","0.25","6","944.0"
"0.004","0.03","0.3","0","1173.0"
"0.004","0.03","0.3","1","944.0"
"0.004","0.03","0.3","2","944.0"
"0.004","0.03","0.3","3","944.0"
"0.004","0.03","0.3","4","944.0"
"0.004","0.03","0.3","6","944.0"
"0.004","0.03","0.35","0","1173.0"
"0.004","0.03","0.35","1","944.0"
"0.004","0.03","0.35","2","944.0"
"0.004","0.03","0.35","3","944.0"
"0.004","0.03","0.35","4","944.0"
"0.004","0.03","0.35","6","944.0"
"0.004","0.03","0.4","0","783.0"
"0.004","0.03","0.4","1","208.0"
"0.004","0.03","0.4","2","208.0"
"0.004","0.03","0.4","3","208.0"
"0.004","0.03","0.4","4","208.0"
"0.004","0.03","0.4","6","208.0"
"0.004","0.03","0.45","0","166.0"
"0.004","0.03","0.45","1","-318.0"
"0.004","0.03","0.45","2","-318.0"
"0.004","0.03","0.45","3","-318.0"
"0.004","0.03","0.45","4","-318.0"
"0.004","0.03","0.45","6","-318.0"
"0.004","0.03","0.5","0","16.0"
"0.004","0.03","0.5","1","-468.0"
"0.004","0.03","0.5","2","-468.0"
"0.004","0.03","0.5","3","-468.0"
"0.004","0.03","0.5","4","-468.0"
"0.004","0.03","0.5","6","-468.0"
"0.005","0.03","0.05","0","742.0"
"0.005","0.03","0.05","1","861.0"
"0.005","0.03","0.05","2","861.0"
"0.005","0.03","0.05","3","861.0"
"0.005","0.03","0.05","4","861.0"
"0.005","0.03","0.05","6","861.0"
"0.005","0.03","0.1","0","950.0"
"0.005","0.03","0.1","1","945.0"
"0.005","0.03","0.1","2","945.0"
"0.005","0.03","0.1","3","945.0"
"0.005","0.03","0.1","4","945.0"
"0.005","0.03","0.1","6","945.0"
"0.005","0.03","0.15","0","950.0"
"0.005","0.03","0.15","1","945.0"
"0.005","0.03","0.15","2","945.0"
"0.005","0.03","0.15","3","945.0"
"0.005","0.03","0.15","4","945.0"
"0.005","0.03","0.15","6","945.0"
"0.005","0.03","0.2","0","950.0"
"0.005","0.03","0.2","1","945.0"
"0.005","0.03","0.2","2","945.0"
"0.005","0.03","0.2","3","945.0"
"0.005","0.03","0.2","4","945.0"
"0.005","0.03","0.2","6","945.0"
"0.005","0.03","0.25","0","950.0"
"0.005","0.03","0.25","1","945.0"
"0.005","0.03","0.25","2","945.0"
"0.005","0.03","0.25","3","945.0"
"0.005","0.03","0.25","4","945.0"
"0.005","0.03","0.25","6","945.0"
"0.005","0.03","0.3","0","950.0"
"0.005","0.03","0.3","1","945.0"
"0.005","0.03","0.3","2","945.0"
"0.005","0.03","0.3","3","945.0"
"0.005","0.03","0.3","4","945.0"
"0.005","0.03","0.3","6","945.0"
"0.005","0.03","0.35","0","950.0"
"0.005","0.03","0.35","1","945.0"
"0.005","0.03","0.35","2","945.0"
"0.005","0.03","0.35","3","945.0"
"0.005","0.03","0.35","4","945.0"
"0.005","0.03","0.35","6","945.0"
"0.005","0.03","0.4","0","560.0"
"0.005","0.03","0.4","1","-19.0"
"0.005","0.03","0.4","2","-19.0"
"0.005","0.03","0.4","3","-19.0"
"0.005","0.03","0.4","4","-19.0"
"0.005","0.03","0.4","6","-19.0"
"0.005","0.03","0.45","0","164.0"
"0.005","0.03","0.45","1","-489.0"
"0.005","0.03","0.45","2","-489.0"
"0.005","0.03","0.45","3","-489.0"
"0.005","0.03","0.45","4","-489.0"
"0.005","0.03","0.45","6","-489.0"
"0.005","0.03","0.5","0","14.0"
"0.005","0.03","0.5","1","-639.0"
"0.005","0.03","0.5","2","-639.0"
"0.005","0.03","0.5","3","-639.0"
"0.005","0.03","0.5","4","-639.0"
"0.005","0.03","0.5","6","-639.0"
"0.006","0.03","0.05","0","798.0"
"0.006","0.03","0.05","1","1131.0"
"0.006","0.03","0.05","2","1131.0"
"0.006","0.03","0.05","3","1131.0"
"0.006","0.03","0.05","4","1131.0"
"0.006","0.03","0.05","6","1131.0"
"0.006","0.03","0.1","0","1006.0"
"0.006","0.03","0.1","1","1215.0"
"0.006","0.03","0.1","2","1215.0"
"0.006","0.03","0.1","3","1215.0"
"0.006","0.03","0.1","4","1215.0"
"0.006","0.03","0.1","6","1215.0"
"0.006","0.03","0.15","0","1006.0"
"0.006","0.03","0.15","1","1215.0"
"0.006","0.03","0.15","2","1215.0"
"0.006","0.03","0.15","3","1215.0"
"0.006","0.03","0.15","4","1215.0"
"0.006","0.03","0.15","6","1215.0"
"0.006","0.03","0.2","0","1006.0"
"0.006","0.03","0.2","1","1215.0"
"0.006","0.03","0.2","2","1215.0"
"0.006","0.03","0.2","3","1215.0"
"0.006","0.03","0.2","4","1215.0"
"0.006","0.03","0.2","6","1215.0"
"0.006","0.03","0.25","0","1006.0"
"0.006","0.03","0.25","1","1215.0"
"0.006","0.03","0.25","2","1215.0"
"0.006","0.03","0.25","3","1215.0"
"0.006","0.03","0.25","4","1215.0"
"0.006","0.03","0.25","6","1215.0"
"0.006","0.03","0.3","0","1006.0"
"0.006","0.03","0.3","1","1215.0"
"0.006","0.03","0.3","2","1215.0"
"0.006","0.03","0.3","3","1215.0"
"0.006","0.03","0.3","4","1215.0"
"0.006","0.03","0.3","6","1215.0"
"0.006","0.03","0.35","0","1006.0"
"0.006","0.03","0.35","1","1215.0"
"0.006","0.03","0.35","2","1215.0"
"0.006","0.03","0.35","3","1215.0"
"0.006","0.03","0.35","4","1215.0"
"0.006","0.03","0.35","6","1215.0"
"0.006","0.03","0.4","0","616.0"
"0.006","0.03","0.4","1","251.0"
"0.006","0.03","0.4","2","251.0"
"0.006","0.03","0.4","3","251.0"
"0.006","0.03","0.4","4","251.0"
"0.006","0.03","0.4","6","251.0"
"0.006","0.03","0.45","0","-64.0"
"0.006","0.03","0.45","1","-319.0"
"0.006","0.03","0.45","2","-319.0"
"0.006","0.03","0.45","3","-319.0"
"0.006","0.03","0.45","4","-319.0"
"0.006","0.03","0.45","6","-319.0"
"0.006","0.03","0.5","0","-214.0"
"0.006","0.03","0.5","1","-469.0"
"0.006","0.03","0.5","2","-469.0"
"0.006","0.03","0.5","3","-469.0"
"0.006","0.03","0.5","4","-469.0"
"0.006","0.03","0.5","6","-469.0"
"0.007","0.03","0.05","0","660.0"
"0.007","0.03","0.05","1","1017.0"
"0.007","0.03","0.05","2","1017.0"
"0.007","0.03","0.05","3","1017.0"
"0.007","0.03","0.05","4","1017.0"
"0.007","0.03","0.05","6","1017.0"
"0.007","0.03","0.1","0","868.0"
"0.007","0.03","0.1","1","1101.0"
"0.007","0.03","0.1","2","1101.0"
"0.007","0.03","0.1","3","1101.0"
"0.007","0.03","0.1","4","1101.0"
"0.007","0.03","0.1","6","1101.0"
"0.007","0.03","0.15","0","868.0"
"0.007","0.03","0.15","1","1101.0"
"0.007","0.03","0.15","2","1101.0"
"0.007","0.03","0.15","3","1101.0"
"0.007","0.03","0.15","4","1101.0"
"0.007","0.03","0.15","6","1101.0"
"0.007","0.03","0.2","0","868.0"
"0.007","0.03","0.2","1","1101.0"
"0.007","0.03","0.2","2","1101.0"
"0.007","0.03","0.2","3","1101.0"
"0.007","0.03","0.2","4","1101.0"
"0.007","0.03","0.2","6","1101.0"
"0.007","0.03","0.25","0","868.0"
"0.007","0.03","0.25","1","1101.0"
"0.007","0.03","0.25","2","1101.0"
"0.007","0.03","0.25","3","1101.0"
"0.007","0.03","0.25","4","1101.0"
"0.007","0.03","0.25","6","1101.0"
"0.007","0.03","0.3","0","868.0"
"0.007","0.03","0.3","1","1101.0"
"0.007","0.03","0.3","2","1101.0"
"0.007","0.03","0.3","3","1101.0"
"0.007","0.03","0.3","4","1101.0"
"0.007","0.03","0.3","6","1101.0"
"0.007","0.03","0.35","0","868.0"
"0.007","0.03","0.35","1","1101.0"
"0.007","0.03","0.35","2","1101.0"
"0.007","0.03","0.35","3","1101.0"
"0.007","0.03","0.35","4","1101.0"
"0.007","0.03","0.35","6","1101.0"
"0.007","0.03","0.4","0","478.0"
"0.007","0.03","0.4","1","137.0"
"0.007","0.03","0.4","2","137.0"
"0.007","0.03","0.4","3","137.0"
"0.007","0.03","0.4","4","137.0"
"0.007","0.03","0.4","6","137.0"
"0.007","0.03","0.45","0","-202.0"
"0.007","0.03","0.45","1","-433.0"
"0.007","0.03","0.45","2","-433.0"
"0.007","0.03","0.45","3","-433.0"
"0.007","0.03","0.45","4","-433.0"
"0.007","0.03","0.45","6","-433.0"
"0.007","0.03","0.5","0","47.0"
"0.007","0.03","0.5","1","-583.0"
"0.007","0.03","0.5","2","-583.0"
"0.007","0.03","0.5","3","-583.0"
"0.007","0.03","0.5","4","-583.0"
"0.007","0.03","0.5","6","-583.0"
"0.008","0.03","0.05","0","490.0"
"0.008","0.03","0.05","1","903.0"
"0.008","0.03","0.05","2","903.0"
"0.008","0.03","0.05","3","903.0"
"0.008","0.03","0.05","4","903.0"
"0.008","0.03","0.05","6","903.0"
"0.008","0.03","0.1","0","698.0"
"0.008","0.03","0.1","1","987.0"
"0.008","0.03","0.1","2","987.0"
"0.008","0.03","0.1","3","987.0"
"0.008","0.03","0.1","4","987.0"
"0.008","0.03","0.1","6","987.0"
"0.008","0.03","0.15","0","698.0"
"0.008","0.03","0.15","1","987.0"
"0.008","0.03","0.15","2","987.0"
"0.008","0.03","0.15","3","987.0"
"0.008","0.03","0.15","4","987.0"
"0.008","0.03","0.15","6","987.0"
"0.008","0.03","0.2","0","698.0"
"0.008","0.03","0.2","1","987.0"
"0.008","0.03","0.2","2","987.0"
"0.008","0.03","0.2","3","987.0"
"0.008","0.03","0.2","4","987.0"
"0.008","0.03","0.2","6","987.0"
"0.008","0.03","0.25","0","698.0"
"0.008","0.03","0.25","1","987.0"
"0.008","0.03","0.25","2","987.0"
"0.008","0.03","0.25","3","987.0"
"0.008","0.03","0.25","4","987.0"
"0.008","0.03","0.25","6","987.0"
"0.008","0.03","0.3","0","698.0"
"0.008","0.03","0.3","1","987.0"
"0.008","0.03","0.3","2","987.0"
"0.008","0.03","0.3","3","987.0"
"0.008","0.03","0.3","4","987.0"
"0.008","0.03","0.3","6","987.0"
"0.008","0.03","0.35","0","698.0"
"0.008","0.03","0.35","1","987.0"
"0.008","0.03","0.35","2","987.0"
"0.008","0.03","0.35","3","987.0"
"0.008","0.03","0.35","4","987.0"
"0.008","0.03","0.35","6","987.0"
"0.008","0.03","0.4","0","308.0"
"0.008","0.03","0.4","1","23.0"
"0.008","0.03","0.4","2","23.0"
"0.008","0.03","0.4","3","23.0"
"0.008","0.03","0.4","4","23.0"
"0.008","0.03","0.4","6","23.0"
"0.008","0.03","0.45","0","83.0"
"0.008","0.03","0.45","1","-547.0"
"0.008","0.03","0.45","2","-547.0"
"0.008","0.03","0.45","3","-547.0"
"0.008","0.03","0.45","4","-547.0"
"0.008","0.03","0.45","6","-547.0"
"0.008","0.03","0.5","0","-67.0"
"0.008","0.03","0.5","1","-697.0"
"0.008","0.03","0.5","2","-697.0"
"0.008","0.03","0.5","3","-697.0"
"0.008","0.03","0.5","4","-697.0"
"0.008","0.03","0.5","6","-697.0"
"0.009","0.03","0.05","0","320.0"
"0.009","0.03","0.05","1","789.0"
"0.009","0.03","0.05","2","789.0"
"0.009","0.03","0.05","3","789.0"
"0.009","0.03","0.05","4","789.0"
"0.009","0.03","0.05","6","789.0"
"0.009","0.03","0.1","0","528.0"
"0.009","0.03","0.1","1","873.0"
"0.009","0.03","0.1","2","873.0"
"0.009","0.03","0.1","3","873.0"
"0.009","0.03","0.1","4","873.0"
"0.009","0.03","0.1","6","873.0"
"0.009","0.03","0.15","0","528.0"
"0.009","0.03","0.15","1","873.0"
"0.009","0.03","0.15","2","873.0"
"0.009","0.03","0.15","3","873.0"
"0.009","0.03","0.15","4","873.0"
"0.009","0.03","0.15","6","873.0"
"0.009","0.03","0.2","0","528.0"
"0.009","0.03","0.2","1","873.0"
"0.009","0.03","0.2","2","873.0"
"0.009","0.03","0.2","3","873.0"
"0.009","0.03","0.2","4","873.0"
"0.009","0.03","0.2","6","873.0"
"0.009","0.03","0.25","0","528.0"
"0.009","0.03","0.25","1","873.0"
"0.009","0.03","0.25","2","873.0"
"0.009","0.03","0.25","3","873.0"
"0.009","0.03","0.25","4","873.0"
"0.009","0.03","0.25","6","873.0"
"0.009","0.03","0.3","0","528.0"
"0.009","0.03","0.3","1","873.0"
"0.009","0.03","0.3","2","873.0"
"0.009","0.03","0.3","3","873.0"
"0.009","0.03","0.3","4","873.0"
"0.009","0.03","0.3","6","873.0"
"0.009","0.03","0.35","0","528.0"
"0.009","0.03","0.35","1","873.0"
"0.009","0.03","0.35","2","873.0"
"0.009","0.03","0.35","3","873.0"
"0.009","0.03","0.35","4","873.0"
"0.009","0.03","0.35","6","873.0"
"0.009","0.03","0.4","0","138.0"
"0.009","0.03","0.4","1","-91.0"
"0.009","0.03","0.4","2","-91.0"
"0.009","0.03","0.4","3","-91.0"
"0.009","0.03","0.4","4","-91.0"
"0.009","0.03","0.4","6","-91.0"
"0.009","0.03","0.45","0","-31.0"
"0.009","0.03","0.45","1","-661.0"
"0.009","0.03","0.45","2","-661.0"
"0.009","0.03","0.45","3","-661.0"
"0.009","0.03","0.45","4","-661.0"
"0.009","0.03","0.45","6","-661.0"
"0.009","0.03","0.5","0","-181.0"
"0.009","0.03","0.5","1","-811.0"
"0.009","0.03","0.5","2","-811.0"
"0.009","0.03","0.5","3","-811.0"
"0.009","0.03","0.5","4","-811.0"
"0.009","0.03","0.5","6","-811.0"
"0.01","0.03","0.05","0","718.0"
"0.01","0.03","0.05","1","675.0"
"0.01","0.03","0.05","2","675.0"
"0.01","0.03","0.05","3","675.0"
"0.01","0.03","0.05","4","675.0"
"0.01","0.03","0.05","6","675.0"
"0.01","0.03","0.1","0","926.0"
"0.01","0.03","0.1","1","759.0"
"0.01","0.03","0.1","2","759.0"
"0.01","0.03","0.1","3","759.0"
"0.01","0.03","0.1","4","759.0"
"0.01","0.03","0.1","6","759.0"
"0.01","0.03","0.15","0","926.0"
"0.01","0.03","0.15","1","759.0"
"0.01","0.03","0.15","2","759.0"
"0.01","0.03","0.15","3","759.0"
"0.01","0.03","0.15","4","759.0"
"0.01","0.03","0.15","6","759.0"
"0.01","0.03","0.2","0","926.0"
"0.01","0.03","0.2","1","759.0"
"0.01","0.03","0.2","2","759.0"
"0.01","0.03","0.2","3","759.0"
"0.01","0.03","0.2","4","759.0"
"0.01","0.03","0.2","6","759.0"
"0.01","0.03","0.25","0","926.0"
"0.01","0.03","0.25","1","759.0"
"0.01","0.03","0.25","2","759.0"
"0.01","0.03","0.25","3","759.0"
"0.01","0.03","0.25","4","759.0"
"0.01","0.03","0.25","6","759.0"
"0.01","0.03","0.3","0","926.0"
"0.01","0.03","0.3","1","759.0"
"0.01","0.03","0.3","2","759.0"
"0.01","0.03","0.3","3","759.0"
"0.01","0.03","0.3","4","759.0"
"0.01","0.03","0.3","6","759.0"
"0.01","0.03","0.35","0","926.0"
"0.01","0.03","0.35","1","759.0"
"0.01","0.03","0.35","2","759.0"
"0.01","0.03","0.35","3","759.0"
"0.01","0.03","0.35","4","759.0"
"0.01","0.03","0.35","6","759.0"
"0.01","0.03","0.4","0","536.0"
"0.01","0.03","0.4","1","-205.0"
"0.01","0.03","0.4","2","-205.0"
"0.01","0.03","0.4","3","-205.0"
"0.01","0.03","0.4","4","-205.0"
"0.01","0.03","0.4","6","-205.0"
"0.01","0.03","0.45","0","-144.0"
"0.01","0.03","0.45","1","-775.0"
"0.01","0.03","0.45","2","-775.0"
"0.01","0.03","0.45","3","-775.0"
"0.01","0.03","0.45","4","-775.0"
"0.01","0.03","0.45","6","-775.0"
"0.01","0.03","0.5","0","-294.0"
"0.01","0.03","0.5","1","-925.0"
"0.01","0.03","0.5","2","-925.0"
"0.01","0.03","0.5","3","-925.0"
"0.01","0.03","0.5","4","-925.0"
"0.01","0.03","0.5","6","-925.0"
"0.001","0.04","0.05","0","319.0"
"0.001","0.04","0.05","1","552.0"
"0.001","0.04","0.05","2","552.0"
"0.001","0.04","0.05","3","552.0"
"0.001","0.04","0.05","4","552.0"
"0.001","0.04","0.05","6","552.0"
"0.001","0.04","0.1","0","406.0"
"0.001","0.04","0.1","1","526.0"
"0.001","0.04","0.1","2","526.0"
"0.001","0.04","0.1","3","526.0"
"0.001","0.04","0.1","4","526.0"
"0.001","0.04","0.1","6","526.0"
"0.001","0.04","0.15","0","-175.0"
"0.001","0.04","0.15","1","35.0"
"0.001","0.04","0.15","2","35.0"
"0.001","0.04","0.15","3","35.0"
"0.001","0.04","0.15","4","35.0"
"0.001","0.04","0.15","6","35.0"
"0.001","0.04","0.2","0","-4.0"
"0.001","0.04","0.2","1","206.0"
"0.001","0.04","0.2","2","206.0"
"0.001","0.04","0.2","3","206.0"
"0.001","0.04","0.2","4","206.0"
"0.001","0.04","0.2","6","206.0"
"0.001","0.04","0.25","0","-61.0"
"0.001","0.04","0.25","1","149.0"
"0.001","0.04","0.25","2","149.0"
"0.001","0.04","0.25","3","149.0"
"0.001","0.04","0.25","4","149.0"
"0.001","0.04","0.25","6","149.0"
"0.001","0.04","0.3","0","-4.0"
"0.001","0.04","0.3","1","-1076.0"
"0.001","0.04","0.3","2","-1076.0"
"0.001","0.04","0.3","3","-1076.0"
"0.001","0.04","0.3","4","-1076.0"
"0.001","0.04","0.3","6","-1076.0"
"0.001","0.04","0.35","0","111.0"
"0.001","0.04","0.35","1","-961.0"
"0.001","0.04","0.35","2","-961.0"
"0.001","0.04","0.35","3","-961.0"
"0.001","0.04","0.35","4","-961.0"
"0.001","0.04","0.35","6","-961.0"
"0.001","0.04","0.4","0","340.0"
"0.001","0.04","0.4","1","-674.0"
"0.001","0.04","0.4","2","-674.0"
"0.001","0.04","0.4","3","-674.0"
"0.001","0.04","0.4","4","-674.0"
"0.001","0.04","0.4","6","-674.0"
"0.001","0.04","0.45","0","512.0"
"0.001","0.04","0.45","1","-560.0"
"0.001","0.04","0.45","2","-560.0"
"0.001","0.04","0.45","3","-560.0"
"0.001","0.04","0.45","4","-560.0"
"0.001","0.04","0.45","6","-560.0"
"0.001","0.04","0.5","0","232.0"
"0.001","0.04","0.5","1","484.0"
"0.001","0.04","0.5","2","484.0"
"0.001","0.04","0.5","3","484.0"
"0.001","0.04","0.5","4","484.0"
"0.001","0.04","0.5","6","484.0"
"0.002","0.04","0.05","0","1051.0"
"0.002","0.04","0.05","1","939.0"
"0.002","0.04","0.05","2","939.0"
"0.002","0.04","0.05","3","939.0"
"0.002","0.04","0.05","4","939.0"
"0.002","0.04","0.05","6","939.0"
"0.002","0.04","0.1","0","1283.0"
"0.002","0.04","0.1","1","1053.0"
"0.002","0.04","0.1","2","1053.0"
"0.002","0.04","0.1","3","1053.0"
"0.002","0.04","0.1","4","1053.0"
"0.002","0.04","0.1","6","1053.0"
"0.002","0.04","0.15","0","1398.0"
"0.002","0.04","0.15","1","1168.0"
"0.002","0.04","0.15","2","1168.0"
"0.002","0.04","0.15","3","1168.0"
"0.002","0.04","0.15","4","1168.0"
"0.002","0.04","0.15","6","1168.0"
"0.002","0.04","0.2","0","1512.0"
"0.002","0.04","0.2","1","1282.0"
"0.002","0.04","0.2","2","1282.0"
"0.002","0.04","0.2","3","1282.0"
"0.002","0.04","0.2","4","1282.0"
"0.002","0.04","0.2","6","1282.0"
"0.002","0.04","0.25","0","1512.0"
"0.002","0.04","0.25","1","1282.0"
"0.002","0.04","0.25","2","1282.0"
"0.002","0.04","0.25","3","1282.0"
"0.002","0.04","0.25","4","1282.0"
"0.002","0.04","0.25","6","1282.0"
"0.002","0.04","0.3","0","1512.0"
"0.002","0.04","0.3","1","1282.0"
"0.002","0.04","0.3","2","1282.0"
"0.002","0.04","0.3","3","1282.0"
"0.002","0.04","0.3","4","1282.0"
"0.002","0.04","0.3","6","1282.0"
"0.002","0.04","0.35","0","1512.0"
"0.002","0.04","0.35","1","1282.0"
"0.002","0.04","0.35","2","1282.0"
"0.002","0.04","0.35","3","1282.0"
"0.002","0.04","0.35","4","1282.0"
"0.002","0.04","0.35","6","1282.0"
"0.002","0.04","0.4","0","1122.0"
"0.002","0.04","0.4","1","432.0"
"0.002","0.04","0.4","2","432.0"
"0.002","0.04","0.4","3","432.0"
"0.002","0.04","0.4","4","432.0"
"0.002","0.04","0.4","6","432.0"
"0.002","0.04","0.45","0","510.0"
"0.002","0.04","0.45","1","-204.0"
"0.002","0.04","0.45","2","-204.0"
"0.002","0.04","0.45","3","-204.0"
"0.002","0.04","0.45","4","-204.0"
"0.002","0.04","0.45","6","-204.0"
"0.002","0.04","0.5","0","-57.0"
"0.002","0.04","0.5","1","368.0"
"0.002","0.04","0.5","2","368.0"
"0.002","0.04","0.5","3","368.0"
"0.002","0.04","0.5","4","368.0"
"0.002","0.04","0.5","6","368.0"
"0.003","0.04","0.05","0","1047.0"
"0.003","0.04","0.05","1","544.0"
"0.003","0.04","0.05","2","544.0"
"0.003","0.04","0.05","3","544.0"
"0.003","0.04","0.05","4","544.0"
"0.003","0.04","0.05","6","544.0"
"0.003","0.04","0.1","0","1345.0"
"0.003","0.04","0.1","1","716.0"
"0.003","0.04","0.1","2","716.0"
"0.003","0.04","0.1","3","716.0"
"0.003","0.04","0.1","4","716.0"
"0.003","0.04","0.1","6","716.0"
"0.003","0.04","0.15","0","1345.0"
"0.003","0.04","0.15","1","888.0"
"0.003","0.04","0.15","2","888.0"
"0.003","0.04","0.15","3","888.0"
"0.003","0.04","0.15","4","888.0"
"0.003","0.04","0.15","6","888.0"
"0.003","0.04","0.2","0","1345.0"
"0.003","0.04","0.2","1","1058.0"
"0.003","0.04","0.2","2","1058.0"
"0.003","0.04","0.2","3","1058.0"
"0.003","0.04","0.2","4","1058.0"
"0.003","0.04","0.2","6","1058.0"
"0.003","0.04","0.25","0","1345.0"
"0.003","0.04","0.25","1","1058.0"
"0.003","0.04","0.25","2","1058.0"
"0.003","0.04","0.25","3","1058.0"
"0.003","0.04","0.25","4","1058.0"
"0.003","0.04","0.25","6","1058.0"
"0.003","0.04","0.3","0","1345.0"
"0.003","0.04","0.3","1","1058.0"
"0.003","0.04","0.3","2","1058.0"
"0.003","0.04","0.3","3","1058.0"
"0.003","0.04","0.3","4","1058.0"
"0.003","0.04","0.3","6","1058.0"
"0.003","0.04","0.35","0","1345.0"
"0.003","0.04","0.35","1","1058.0"
"0.003","0.04","0.35","2","1058.0"
"0.003","0.04","0.35","3","1058.0"
"0.003","0.04","0.35","4","1058.0"
"0.003","0.04","0.35","6","1058.0"
"0.003","0.04","0.4","0","955.0"
"0.003","0.04","0.4","1","266.0"
"0.003","0.04","0.4","2","266.0"
"0.003","0.04","0.4","3","266.0"
"0.003","0.04","0.4","4","266.0"
"0.003","0.04","0.4","6","266.0"
"0.003","0.04","0.45","0","282.0"
"0.003","0.04","0.45","1","-318.0"
"0.003","0.04","0.45","2","-318.0"
"0.003","0.04","0.45","3","-318.0"
"0.003","0.04","0.45","4","-318.0"
"0.003","0.04","0.45","6","-318.0"
"0.003","0.04","0.5","0","132.0"
"0.003","0.04","0.5","1","-468.0"
"0.003","0.04","0.5","2","-468.0"
"0.003","0.04","0.5","3","-468.0"
"0.003","0.04","0.5","4","-468.0"
"0.003","0.04","0.5","6","-468.0"
"0.004","0.04","0.05","0","760.0"
"0.004","0.04","0.05","1","612.0"
"0.004","0.04","0.05","2","612.0"
"0.004","0.04","0.05","3","612.0"
"0.004","0.04","0.05","4","612.0"
"0.004","0.04","0.05","6","612.0"
"0.004","0.04","0.1","0","1173.0"
"0.004","0.04","0.1","1","487.0"
"0.004","0.04","0.1","2","487.0"
"0.004","0.04","0.1","3","487.0"
"0.004","0.04","0.1","4","487.0"
"0.004","0.04","0.1","6","487.0"
"0.004","0.04","0.15","0","1173.0"
"0.004","0.04","0.15","1","716.0"
"0.004","0.04","0.15","2","716.0"
"0.004","0.04","0.15","3","716.0"
"0.004","0.04","0.15","4","716.0"
"0.004","0.04","0.15","6","716.0"
"0.004","0.04","0.2","0","1173.0"
"0.004","0.04","0.2","1","944.0"
"0.004","0.04","0.2","2","944.0"
"0.004","0.04","0.2","3","944.0"
"0.004","0.04","0.2","4","944.0"
"0.004","0.04","0.2","6","944.0"
"0.004","0.04","0.25","0","1173.0"
"0.004","0.04","0.25","1","944.0"
"0.004","0.04","0.25","2","944.0"
"0.004","0.04","0.25","3","944.0"
"0.004","0.04","0.25","4","944.0"
"0.004","0.04","0.25","6","944.0"
"0.004","0.04","0.3","0","1173.0"
"0.004","0.04","0.3","1","944.0"
"0.004","0.04","0.3","2","944.0"
"0.004","0.04","0.3","3","944.0"
"0.004","0.04","0.3","4","944.0"
"0.004","0.04","0.3","6","944.0"
"0.004","0.04","0.35","0","1173.0"
"0.004","0.04","0.35","1","944.0"
"0.004","0.04","0.35","2","944.0"
"0.004","0.04","0.35","3","944.0"
"0.004","0.04","0.35","4","944.0"
"0.004","0.04","0.35","6","944.0"
"0.004","0.04","0.4","0","783.0"
"0.004","0.04","0.4","1","208.0"
"0.004","0.04","0.4","2","208.0"
"0.004","0.04","0.4","3","208.0"
"0.004","0.04","0.4","4","208.0"
"0.004","0.04","0.4","6","208.0"
"0.004","0.04","0.45","0","166.0"
"0.004","0.04","0.45","1","-318.0"
"0.004","0.04","0.45","2","-318.0"
"0.004","0.04","0.45","3","-318.0"
"0.004","0.04","0.45","4","-318.0"
"0.004","0.04","0.45","6","-318.0"
"0.004","0.04","0.5","0","16.0"
"0.004","0.04","0.5","1","-468.0"
"0.004","0.04","0.5","2","-468.0"
"0.004","0.04","0.5","3","-468.0"
"0.004","0.04","0.5","4","-468.0"
"0.004","0.04","0.5","6","-468.0"
"0.005","0.04","0.05","0","742.0"
"0.005","0.04","0.05","1","861.0"
"0.005","0.04","0.05","2","861.0"
