"loss","profit","macd_level","target_stability","balance"
"0.002","0.02","0.2","4","1296.0"
"0.002","0.02","0.2","6","1296.0"
"0.002","0.02","0.25","0","1526.0"
"0.002","0.02","0.25","1","1296.0"
"0.002","0.02","0.25","2","1296.0"
"0.002","0.02","0.25","3","1296.0"
"0.002","0.02","0.25","4","1296.0"
"0.002","0.02","0.25","6","1296.0"
"0.002","0.02","0.3","0","1526.0"
"0.002","0.02","0.3","1","1296.0"
"0.002","0.02","0.3","2","1296.0"
"0.002","0.02","0.3","3","1296.0"
"0.002","0.02","0.3","4","1296.0"
"0.002","0.02","0.3","6","1296.0"
"0.002","0.02","0.35","0","1526.0"
"0.002","0.02","0.35","1","1296.0"
"0.002","0.02","0.35","2","1296.0"
"0.002","0.02","0.35","3","1296.0"
"0.002","0.02","0.35","4","1296.0"
"0.002","0.02","0.35","6","1296.0"
"0.002","0.02","0.4","0","1250.0"
"0.002","0.02","0.4","1","432.0"
"0.002","0.02","0.4","2","432.0"
"0.002","0.02","0.4","3","432.0"
"0.002","0.02","0.4","4","432.0"
"0.002","0.02","0.4","6","432.0"
"0.002","0.02","0.45","0","638.0"
"0.002","0.02","0.45","1","-204.0"
"0.002","0.02","0.45","2","-204.0"
"0.002","0.02","0.45","3","-204.0"
"0.002","0.02","0.45","4","-204.0"
"0.002","0.02","0.45","6","-204.0"
"0.002","0.02","0.5","0","71.0"
"0.002","0.02","0.5","1","543.0"
"0.002","0.02","0.5","2","543.0"
"0.002","0.02","0.5","3","543.0"
"0.002","0.02","0.5","4","543.0"
"0.002","0.02","0.5","6","543.0"
"0.003","0.02","0.05","0","1149.0"
"0.003","0.02","0.05","1","559.0"
"0.003","0.02","0.05","2","559.0"
"0.003","0.02","0.05","3","559.0"
"0.003","0.02","0.05","4","559.0"
"0.003","0.02","0.05","6","559.0"
"0.003","0.02","0.1","0","1447.0"
"0.003","0.02","0.1","1","731.0"
"0.003","0.02","0.1","2","731.0"
"0.003","0.02","0.1","3","731.0"
"0.003","0.02","0.1","4","731.0"
"0.003","0.02","0.1","6","731.0"
"0.003","0.02","0.15","0","1447.0"
"0.003","0.02","0.15","1","902.0"
"0.003","0.02","0.15","2","902.0"
"0.003","0.02","0.15","3","902.0"
"0.003","0.02","0.15","4","902.0"
"0.003","0.02","0.15","6","902.0"
"0.003","0.02","0.2","0","1447.0"
"0.003","0.02","0.2","1","1073.0"
"0.003","0.02","0.2","2","1073.0"
"0.003","0.02","0.2","3","1073.0"
"0.003","0.02","0.2","4","1073.0"
"0.003","0.02","0.2","6","1073.0"
"0.003","0.02","0.25","0","1447.0"
"0.003","0.02","0.25","1","1073.0"
"0.003","0.02","0.25","2","1073.0"
"0.003","0.02","0.25","3","1073.0"
"0.003","0.02","0.25","4","1073.0"
"0.003","0.02","0.25","6","1073.0"
"0.003","0.02","0.3","0","1447.0"
"0.003","0.02","0.3","1","1073.0"
"0.003","0.02","0.3","2","1073.0"
"0.003","0.02","0.3","3","1073.0"
"0.003","0.02","0.3","4","1073.0"
"0.003","0.02","0.3","6","1073.0"
"0.003","0.02","0.35","0","1447.0"
"0.003","0.02","0.35","1","1073.0"
"0.003","0.02","0.35","2","1073.0"
"0.003","0.02","0.35","3","1073.0"
"0.003","0.02","0.35","4","1073.0"
"0.003","0.02","0.35","6","1073.0"
"0.003","0.02","0.4","0","1083.0"
"0.003","0.02","0.4","1","266.0"
"0.003","0.02","0.4","2","266.0"
"0.003","0.02","0.4","3","266.0"
"0.003","0.02","0.4","4","266.0"
"0.003","0.02","0.4","6","266.0"
"0.003","0.02","0.45","0","410.0"
"0.003","0.02","0.45","1","-318.0"
"0.003","0.02","0.45","2","-318.0"
"0.003","0.02","0.45","3","-318.0"
"0.003","0.02","0.45","4","-318.0"
"0.003","0.02","0.45","6","-318.0"
"0.003","0.02","0.5","0","260.0"
"0.003","0.02","0.5","1","-468.0"
"0.003","0.02","0.5","2","-468.0"
"0.003","0.02","0.5","3","-468.0"
"0.003","0.02","0.5","4","-468.0"
"0.003","0.02","0.5","6","-468.0"
"0.004","0.02","0.05","0","862.0"
"0.004","0.02","0.05","1","627.0"
"0.004","0.02","0.05","2","627.0"
"0.004","0.02","0.05","3","627.0"
"0.004","0.02","0.05","4","627.0"
"0.004","0.02","0.05","6","627.0"
"0.004","0.02","0.1","0","1275.0"
"0.004","0.02","0.1","1","502.0"
"0.004","0.02","0.1","2","502.0"
"0.004","0.02","0.1","3","502.0"
"0.004","0.02","0.1","4","502.0"
"0.004","0.02","0.1","6","502.0"
"0.004","0.02","0.15","0","1275.0"
"0.004","0.02","0.15","1","731.0"
"0.004","0.02","0.15","2","731.0"
"0.004","0.02","0.15","3","731.0"
"0.004","0.02","0.15","4","731.0"
"0.004","0.02","0.15","6","731.0"
"0.004","0.02","0.2","0","1275.0"
"0.004","0.02","0.2","1","958.0"
"0.004","0.02","0.2","2","958.0"
"0.004","0.02","0.2","3","958.0"
"0.004","0.02","0.2","4","958.0"
"0.004","0.02","0.2","6","958.0"
"0.004","0.02","0.25","0","1275.0"
"0.004","0.02","0.25","1","958.0"
"0.004","0.02","0.25","2","958.0"
"0.004","0.02","0.25","3","958.0"
"0.004","0.02","0.25","4","958.0"
"0.004","0.02","0.25","6","958.0"
"0.004","0.02","0.3","0","1275.0"
"0.004","0.02","0.3","1","958.0"
"0.004","0.02","0.3","2","958.0"
"0.004","0.02","0.3","3","958.0"
"0.004","0.02","0.3","4","958.0"
"0.004","0.02","0.3","6","958.0"
"0.004","0.02","0.35","0","1275.0"
"0.004","0.02","0.35","1","958.0"
"0.004","0.02","0.35","2","958.0"
"0.004","0.02","0.35","3","958.0"
"0.004","0.02","0.35","4","958.0"
"0.004","0.02","0.35","6","958.0"
"0.004","0.02","0.4","0","911.0"
"0.004","0.02","0.4","1","208.0"
"0.004","0.02","0.4","2","208.0"
"0.004","0.02","0.4","3","208.0"
"0.004","0.02","0.4","4","208.0"
"0.004","0.02","0.4","6","208.0"
"0.004","0.02","0.45","0","294.0"
"0.004","0.02","0.45","1","-318.0"
"0.004","0.02","0.45","2","-318.0"
"0.004","0.02","0.45","3","-318.0"
"0.004","0.02","0.45","4","-318.0"
"0.004","0.02","0.45","6","-318.0"
"0.004","0.02","0.5","0","144.0"
"0.004","0.02","0.5","1","-468.0"
"0.004","0.02","0.5","2","-468.0"
"0.004","0.02","0.5","3","-468.0"
"0.004","0.02","0.5","4","-468.0"
"0.004","0.02","0.5","6","-468.0"
"0.005","0.02","0.05","0","844.0"
"0.005","0.02","0.05","1","995.0"
"0.005","0.02","0.05","2","995.0"
"0.005","0.02","0.05","3","995.0"
"0.005","0.02","0.05","4","995.0"
"0.005","0.02","0.05","6","995.0"
"0.005","0.02","0.1","0","1052.0"
"0.005","0.02","0.1","1","1079.0"
"0.005","0.02","0.1","2","1079.0"
"0.005","0.02","0.1","3","1079.0"
"0.005","0.02","0.1","4","1079.0"
"0.005","0.02","0.1","6","1079.0"
"0.005","0.02","0.15","0","1052.0"
"0.005","0.02","0.15","1","1079.0"
"0.005","0.02","0.15","2","1079.0"
"0.005","0.02","0.15","3","1079.0"
"0.005","0.02","0.15","4","1079.0"
"0.005","0.02","0.15","6","1079.0"
"0.005","0.02","0.2","0","1052.0"
"0.005","0.02","0.2","1","1079.0"
"0.005","0.02","0.2","2","1079.0"
"0.005","0.02","0.2","3","1079.0"
"0.005","0.02","0.2","4","1079.0"
"0.005","0.02","0.2","6","1079.0"
"0.005","0.02","0.25","0","1052.0"
"0.005","0.02","0.25","1","1079.0"
"0.005","0.02","0.25","2","1079.0"
"0.005","0.02","0.25","3","1079.0"
"0.005","0.02","0.25","4","1079.0"
"0.005","0.02","0.25","6","1079.0"
"0.005","0.02","0.3","0","1052.0"
"0.005","0.02","0.3","1","1079.0"
"0.005","0.02","0.3","2","1079.0"
"0.005","0.02","0.3","3","1079.0"
"0.005","0.02","0.3","4","1079.0"
"0.005","0.02","0.3","6","1079.0"
"0.005","0.02","0.35","0","1052.0"
"0.005","0.02","0.35","1","1079.0"
"0.005","0.02","0.35","2","1079.0"
"0.005","0.02","0.35","3","1079.0"
"0.005","0.02","0.35","4","1079.0"
"0.005","0.02","0.35","6","1079.0"
"0.005","0.02","0.4","0","688.0"
"0.005","0.02","0.4","1","-19.0"
"0.005","0.02","0.4","2","-19.0"
"0.005","0.02","0.4","3","-19.0"
"0.005","0.02","0.4","4","-19.0"
"0.005","0.02","0.4","6","-19.0"
"0.005","0.02","0.45","0","292.0"
"0.005","0.02","0.45","1","-489.0"
"0.005","0.02","0.45","2","-489.0"
"0.005","0.02","0.45","3","-489.0"
"0.005","0.02","0.45","4","-489.0"
"0.005","0.02","0.45","6","-489.0"
"0.005","0.02","0.5","0","142.0"
"0.005","0.02","0.5","1","-639.0"
"0.005","0.02","0.5","2","-639.0"
"0.005","0.02","0.5","3","-639.0"
"0.005","0.02","0.5","4","-639.0"
"0.005","0.02","0.5","6","-639.0"
"0.006","0.02","0.05","0","900.0"
"0.006","0.02","0.05","1","1165.0"
"0.006","0.02","0.05","2","1165.0"
"0.006","0.02","0.05","3","1165.0"
"0.006","0.02","0.05","4","1165.0"
"0.006","0.02","0.05","6","1165.0"
"0.006","0.02","0.1","0","1108.0"
"0.006","0.02","0.1","1","1249.0"
"0.006","0.02","0.1","2","1249.0"
"0.006","0.02","0.1","3","1249.0"
"0.006","0.02","0.1","4","1249.0"
"0.006","0.02","0.1","6","1249.0"
"0.006","0.02","0.15","0","1108.0"
"0.006","0.02","0.15","1","1249.0"
"0.006","0.02","0.15","2","1249.0"
"0.006","0.02","0.15","3","1249.0"
"0.006","0.02","0.15","4","1249.0"
"0.006","0.02","0.15","6","1249.0"
"0.006","0.02","0.2","0","1108.0"
"0.006","0.02","0.2","1","1249.0"
"0.006","0.02","0.2","2","1249.0"
"0.006","0.02","0.2","3","1249.0"
"0.006","0.02","0.2","4","1249.0"
"0.006","0.02","0.2","6","1249.0"
"0.006","0.02","0.25","0","1108.0"
"0.006","0.02","0.25","1","1249.0"
"0.006","0.02","0.25","2","1249.0"
"0.006","0.02","0.25","3","1249.0"
"0.006","0.02","0.25","4","1249.0"
"0.006","0.02","0.25","6","1249.0"
"0.006","0.02","0.3","0","1108.0"
"0.006","0.02","0.3","1","1249.0"
"0.006","0.02","0.3","2","1249.0"
"0.006","0.02","0.3","3","1249.0"
"0.006","0.02","0.3","4","1249.0"
"0.006","0.02","0.3","6","1249.0"
"0.006","0.02","0.35","0","1108.0"
"0.006","0.02","0.35","1","1249.0"
"0.006","0.02","0.35","2","1249.0"
"0.006","0.02","0.35","3","1249.0"
"0.006","0.02","0.35","4","1249.0"
"0.006","0.02","0.35","6","1249.0"
"0.006","0.02","0.4","0","744.0"
"0.006","0.02","0.4","1","251.0"
"0.006","0.02","0.4","2","251.0"
"0.006","0.02","0.4","3","251.0"
"0.006","0.02","0.4","4","251.0"
"0.006","0.02","0.4","6","251.0"
"0.006","0.02","0.45","0","64.0"
"0.006","0.02","0.45","1","-319.0"
"0.006","0.02","0.45","2","-319.0"
"0.006","0.02","0.45","3","-319.0"
"0.006","0.02","0.45","4","-319.0"
"0.006","0.02","0.45","6","-319.0"
"0.006","0.02","0.5","0","-86.0"
"0.006","0.02","0.5","1","-469.0"
"0.006","0.02","0.5","2","-469.0"
"0.006","0.02","0.5","3","-469.0"
"0.006","0.02","0.5","4","-469.0"
"0.006","0.02","0.5","6","-469.0"
"0.007","0.02","0.05","0","809.0"
"0.007","0.02","0.05","1","1052.0"
"0.007","0.02","0.05","2","1052.0"
"0.007","0.02","0.05","3","1052.0"
"0.007","0.02","0.05","4","1052.0"
"0.007","0.02","0.05","6","1052.0"
"0.007","0.02","0.1","0","1017.0"
"0.007","0.02","0.1","1","1136.0"
"0.007","0.02","0.1","2","1136.0"
"0.007","0.02","0.1","3","1136.0"
"0.007","0.02","0.1","4","1136.0"
"0.007","0.02","0.1","6","1136.0"
"0.007","0.02","0.15","0","1017.0"
"0.007","0.02","0.15","1","1136.0"
"0.007","0.02","0.15","2","1136.0"
"0.007","0.02","0.15","3","1136.0"
"0.007","0.02","0.15","4","1136.0"
"0.007","0.02","0.15","6","1136.0"
"0.007","0.02","0.2","0","1017.0"
"0.007","0.02","0.2","1","1136.0"
"0.007","0.02","0.2","2","1136.0"
"0.007","0.02","0.2","3","1136.0"
"0.007","0.02","0.2","4","1136.0"
"0.007","0.02","0.2","6","1136.0"
"0.007","0.02","0.25","0","1017.0"
"0.007","0.02","0.25","1","1136.0"
"0.007","0.02","0.25","2","1136.0"
"0.007","0.02","0.25","3","1136.0"
"0.007","0.02","0.25","4","1136.0"
"0.007","0.02","0.25","6","1136.0"
"0.007","0.02","0.3","0","1017.0"
"0.007","0.02","0.3","1","1136.0"
"0.007","0.02","0.3","2","1136.0"
"0.007","0.02","0.3","3","1136.0"
"0.007","0.02","0.3","4","1136.0"
"0.007","0.02","0.3","6","1136.0"
"0.007","0.02","0.35","0","1017.0"
"0.007","0.02","0.35","1","1136.0"
"0.007","0.02","0.35","2","1136.0"
"0.007","0.02","0.35","3","1136.0"
"0.007","0.02","0.35","4","1136.0"
"0.007","0.02","0.35","6","1136.0"
"0.007","0.02","0.4","0","653.0"
"0.007","0.02","0.4","1","137.0"
"0.007","0.02","0.4","2","137.0"
"0.007","0.02","0.4","3","137.0"
"0.007","0.02","0.4","4","137.0"
"0.007","0.02","0.4","6","137.0"
"0.007","0.02","0.45","0","-27.0"
"0.007","0.02","0.45","1","-433.0"
"0.007","0.02","0.45","2","-433.0"
"0.007","0.02","0.45","3","-433.0"
"0.007","0.02","0.45","4","-433.0"
"0.007","0.02","0.45","6","-433.0"
"0.007","0.02","0.5","0","222.0"
"0.007","0.02","0.5","1","-583.0"
"0.007","0.02","0.5","2","-583.0"
"0.007","0.02","0.5","3","-583.0"
"0.007","0.02","0.5","4","-583.0"
"0.007","0.02","0.5","6","-583.0"
"0.008","0.02","0.05","0","639.0"
"0.008","0.02","0.05","1","938.0"
"0.008","0.02","0.05","2","938.0"
"0.008","0.02","0.05","3","938.0"
"0.008","0.02","0.05","4","938.0"
"0.008","0.02","0.05","6","938.0"
"0.008","0.02","0.1","0","847.0"
"0.008","0.02","0.1","1","1022.0"
"0.008","0.02","0.1","2","1022.0"
"0.008","0.02","0.1","3","1022.0"
"0.008","0.02","0.1","4","1022.0"
"0.008","0.02","0.1","6","1022.0"
"0.008","0.02","0.15","0","847.0"
"0.008","0.02","0.15","1","1022.0"
"0.008","0.02","0.15","2","1022.0"
"0.008","0.02","0.15","3","1022.0"
"0.008","0.02","0.15","4","1022.0"
"0.008","0.02","0.15","6","1022.0"
"0.008","0.02","0.2","0","847.0"
"0.008","0.02","0.2","1","1022.0"
"0.008","0.02","0.2","2","1022.0"
"0.008","0.02","0.2","3","1022.0"
"0.008","0.02","0.2","4","1022.0"
"0.008","0.02","0.2","6","1022.0"
"0.008","0.02","0.25","0","847.0"
"0.008","0.02","0.25","1","1022.0"
"0.008","0.02","0.25","2","1022.0"
"0.008","0.02","0.25","3","1022.0"
"0.008","0.02","0.25","4","1022.0"
"0.008","0.02","0.25","6","1022.0"
"0.008","0.02","0.3","0","847.0"
"0.008","0.02","0.3","1","1022.0"
"0.008","0.02","0.3","2","1022.0"
"0.008","0.02","0.3","3","1022.0"
"0.008","0.02","0.3","4","1022.0"
"0.008","0.02","0.3","6","1022.0"
"0.008","0.02","0.35","0","847.0"
"0.008","0.02","0.35","1","1022.0"
"0.008","0.02","0.35","2","1022.0"
"0.008","0.02","0.35","3","1022.0"
"0.008","0.02","0.35","4","1022.0"
"0.008","0.02","0.35","6","1022.0"
"0.008","0.02","0.4","0","483.0"
"0.008","0.02","0.4","1","23.0"
"0.008","0.02","0.4","2","23.0"
"0.008","0.02","0.4","3","23.0"
"0.008","0.02","0.4","4","23.0"
"0.008","0.02","0.4","6","23.0"
"0.008","0.02","0.45","0","258.0"
"0.008","0.02","0.45","1","-547.0"
"0.008","0.02","0.45","2","-547.0"
"0.008","0.02","0.45","3","-547.0"
"0.008","0.02","0.45","4","-547.0"
"0.008","0.02","0.45","6","-547.0"
"0.008","0.02","0.5","0","108.0"
"0.008","0.02","0.5","1","-697.0"
"0.008","0.02","0.5","2","-697.0"
"0.008","0.02","0.5","3","-697.0"
"0.008","0.02","0.5","4","-697.0"
"0.008","0.02","0.5","6","-697.0"
"0.009","0.02","0.05","0","469.0"
"0.009","0.02","0.05","1","824.0"
"0.009","0.02","0.05","2","824.0"
"0.009","0.02","0.05","3","824.0"
"0.009","0.02","0.05","4","824.0"
"0.009","0.02","0.05","6","824.0"
"0.009","0.02","0.1","0","677.0"
"0.009","0.02","0.1","1","908.0"
"0.009","0.02","0.1","2","908.0"
"0.009","0.02","0.1","3","908.0"
"0.009","0.02","0.1","4","908.0"
"0.009","0.02","0.1","6","908.0"
"0.009","0.02","0.15","0","677.0"
"0.009","0.02","0.15","1","908.0"
"0.009","0.02","0.15","2","908.0"
"0.009","0.02","0.15","3","908.0"
"0.009","0.02","0.15","4","908.0"
"0.009","0.02","0.15","6","908.0"
"0.009","0.02","0.2","0","677.0"
"0.009","0.02","0.2","1","908.0"
"0.009","0.02","0.2","2","908.0"
"0.009","0.02","0.2","3","908.0"
"0.009","0.02","0.2","4","908.0"
"0.009","0.02","0.2","6","908.0"
"0.009","0.02","0.25","0","677.0"
"0.009","0.02","0.25","1","908.0"
"0.009","0.02","0.25","2","908.0"
"0.009","0.02","0.25","3","908.0"
"0.009","0.02","0.25","4","908.0"
"0.009","0.02","0.25","6","908.0"
"0.009","0.02","0.3","0","677.0"
"0.009","0.02","0.3","1","908.0"
"0.009","0.02","0.3","2","908.0"
"0.009","0.02","0.3","3","908.0"
"0.009","0.02","0.3","4","908.0"
"0.009","0.02","0.3","6","908.0"
"0.009","0.02","0.35","0","677.0"
"0.009","0.02","0.35","1","908.0"
"0.009","0.02","0.35","2","908.0"
"0.009","0.02","0.35","3","908.0"
"0.009","0.02","0.35","4","908.0"
"0.009","0.02","0.35","6","908.0"
"0.009","0.02","0.4","0","313.0"
"0.009","0.02","0.4","1","-91.0"
"0.009","0.02","0.4","2","-91.0"
"0.009","0.02","0.4","3","-91.0"
"0.009","0.02","0.4","4","-91.0"
"0.009","0.02","0.4","6","-91.0"
"0.009","0.02","0.45","0","145.0"
"0.009","0.02","0.45","1","-661.0"
"0.009","0.02","0.45","2","-661.0"
"0.009","0.02","0.45","3","-661.0"
"0.009","0.02","0.45","4","-661.0"
"0.009","0.02","0.45","6","-661.0"
"0.009","0.02","0.5","0","-5.0"
"0.009","0.02","0.5","1","-811.0"
"0.009","0.02","0.5","2","-811.0"
"0.009","0.02","0.5","3","-811.0"
"0.009","0.02","0.5","4","-811.0"
"0.009","0.02","0.5","6","-811.0"
"0.01","0.02","0.05","0","867.0"
"0.01","0.02","0.05","1","710.0"
"0.01","0.02","0.05","2","710.0"
"0.01","0.02","0.05","3","710.0"
"0.01","0.02","0.05","4","710.0"
"0.01","0.02","0.05","6","710.0"
"0.01","0.02","0.1","0","1075.0"
"0.01","0.02","0.1","1","794.0"
"0.01","0.02","0.1","2","794.0"
"0.01","0.02","0.1","3","794.0"
"0.01","0.02","0.1","4","794.0"
"0.01","0.02","0.1","6","794.0"
"0.01","0.02","0.15","0","1075.0"
"0.01","0.02","0.15","1","794.0"
"0.01","0.02","0.15","2","794.0"
"0.01","0.02","0.15","3","794.0"
"0.01","0.02","0.15","4","794.0"
"0.01","0.02","0.15","6","794.0"
"0.01","0.02","0.2","0","1075.0"
"0.01","0.02","0.2","1","794.0"
"0.01","0.02","0.2","2","794.0"
"0.01","0.02","0.2","3","794.0"
"0.01","0.02","0.2","4","794.0"
"0.01","0.02","0.2","6","794.0"
"0.01","0.02","0.25","0","1075.0"
"0.01","0.02","0.25","1","794.0"
"0.01","0.02","0.25","2","794.0"
"0.01","0.02","0.25","3","794.0"
"0.01","0.02","0.25","4","794.0"
"0.01","0.02","0.25","6","794.0"
"0.01","0.02","0.3","0","1075.0"
"0.01","0.02","0.3","1","794.0"
"0.01","0.02","0.3","2","794.0"
"0.01","0.02","0.3","3","794.0"
"0.01","0.02","0.3","4","794.0"
"0.01","0.02","0.3","6","794.0"
"0.01","0.02","0.35","0","1075.0"
"0.01","0.02","0.35","1","794.0"
"0.01","0.02","0.35","2","794.0"
"0.01","0.02","0.35","3","794.0"
"0.01","0.02","0.35","4","794.0"
"0.01","0.02","0.35","6","794.0"
"0.01","0.02","0.4","0","711.0"
"0.01","0.02","0.4","1","-205.0"
"0.01","0.02","0.4","2","-205.0"
"0.01","0.02","0.4","3","-205.0"
"0.01","0.02","0.4","4","-205.0"
"0.01","0.02","0.4","6","-205.0"
"0.01","0.02","0.45","0","31.0"
"0.01","0.02","0.45","1","-775.0"
"0.01","0.02","0.45","2","-775.0"
"0.01","0.02","0.45","3","-775.0"
"0.01","0.02","0.45","4","-775.0"
"0.01","0.02","0.45","6","-775.0"
"0.01","0.02","0.5","0","-119.0"
"0.01","0.02","0.5","1","-925.0"
"0.01","0.02","0.5","2","-925.0"
"0.01","0.02","0.5","3","-925.0"
"0.01","0.02","0.5","4","-925.0"
"0.01","0.02","0.5","6","-925.0"
"0.001","0.03","0.05","0","319.0"
"0.001","0.03","0.05","1","552.0"
"0.001","0.03","0.05","2","552.0"
"0.001","0.03","0.05","3","552.0"
"0.001","0.03","0.05","4","552.0"
"0.001","0.03","0.05","6","552.0"
"0.001","0.03","0.1","0","406.0"
"0.001","0.03","0.1","1","526.0"
"0.001","0.03","0.1","2","526.0"
"0.001","0.03","0.1","3","526.0"
"0.001","0.03","0.1","4","526.0"
"0.001","0.03","0.1","6","526.0"
"0.001","0.03","0.15","0","-175.0"
"0.001","0.03","0.15","1","35.0"
"0.001","0.03","0.15","2","35.0"
"0.001","0.03","0.15","3","35.0"
"0.001","0.03","0.15","4","35.0"
"0.001","0.03","0.15","6","35.0"
"0.001","0.03","0.2","0","-4.0"
"0.001","0.03","0.2","1","206.0"
"0.001","0.03","0.2","2","206.0"
"0.001","0.03","0.2","3","206.0"
"0.001","0.03","0.2","4","206.0"
"0.001","0.03","0.2","6","206.0"
"0.001","0.03","0.25","0","-61.0"
"0.001","0.03","0.25","1","149.0"
"0.001","0.03","0.25","2","149.0"
"0.001","0.03","0.25","3","149.0"
"0.001","0.03","0.25","4","149.0"
"0.001","0.03","0.25","6","149.0"
"0.001","0.03","0.3","0","-4.0"
"0.001","0.03","0.3","1","-1076.0"
"0.001","0.03","0.3","2","-1076.0"
"0.001","0.03","0.3","3","-1076.0"
"0.001","0.03","0.3","4","-1076.0"
"0.001","0.03","0.3","6","-1076.0"
"0.001","0.03","0.35","0","111.0"
"0.001","0.03","0.35","1","-961.0"
"0.001","0.03","0.35","2","-961.0"
"0.001","0.03","0.35","3","-961.0"
"0.001","0.03","0.35","4","-961.0"
"0.001","0.03","0.35","6","-961.0"
"0.001","0.03","0.4","0","340.0"
"0.001","0.03","0.4","1","-674.0"
"0.001","0.03","0.4","2","-674.0"
"0.001","0.03","0.4","3","-674.0"
"0.001","0.03","0.4","4","-674.0"
"0.001","0.03","0.4","6","-674.0"
"0.001","0.03","0.45","0","512.0"
"0.001","0.03","0.45","1","-560.0"
"0.001","0.03","0.45","2","-560.0"
"0.001","0.03","0.45","3","-560.0"
"0.001","0.03","0.45","4","-560.0"
"0.001","0.03","0.45","6","-560.0"
"0.001","0.03","0.5","0","232.0"
"0.001","0.03","0.5","1","484.0"
"0.001","0.03","0.5","2","484.0"
"0.001","0.03","0.5","3","484.0"
"0.001","0.03","0.5","4","484.0"
"0.001","0.03","0.5","6","484.0"
"0.002","0.03","0.05","0","1051.0"
"0.002","0.03","0.05","1","939.0"
"0.002","0.03","0.05","2","939.0"
"0.002","0.03","0.05","3","939.0"
"0.002","0.03","0.05","4","939.0"
"0.002","0.03","0.05","6","939.0"
"0.002","0.03","0.1","0","1283.0"
"0.002","0.03","0.1","1","1053.0"
"0.002","0.03","0.1","2","1053.0"
"0.002","0.03","0.1","3","1053.0"
"0.002","0.03","0.1","4","1053.0"
"0.002","0.03","0.1","6","1053.0"
"0.002","0.03","0.15","0","1398.0"
"0.002","0.03","0.15","1","1168.0"
"0.002","0.03","0.15","2","1168.0"
"0.002","0.03","0.15","3","1168.0"
"0.002","0.03","0.15","4","1168.0"
"0.002","0.03","0.15","6","1168.0"
"0.002","0.03","0.2","0","1512.0"
"0.002","0.03","0.2","1","1282.0"
"0.002","0.03","0.2","2","1282.0"
"0.002","0.03","0.2","3","1282.0"
"0.002","0.03","0.2","4","1282.0"
"0.002","0.03","0.2","6","1282.0"
"0.002","0.03","0.25","0","1512.0"
"0.002","0.03","0.25","1","1282.0"
"0.002","0.03","0.25","2","1282.0"
"0.002","0.03","0.25","3","1282.0"
"0.002","0.03","0.25","4","1282.0"
"0.002","0.03","0.25","6","1282.0"
"0.002","0.03","0.3","0","1512.0"
"0.002","0.03","0.3","1","1282.0"
"0.002","0.03","0.3","2","1282.0"
"0.002","0.03","0.3","3","1282.0"
"0.002","0.03","0.3","4","1282.0"
"0.002","0.03","0.3","6","1282.0"
"0.002","0.03","0.35","0","1512.0"
"0.002","0.03","0.35","1","1282.0"
"0.002","0.03","0.35","2","1282.0"
"0.002","0.03","0.35","3","1282.0"
"0.002","0.03","0.35","4","1282.0"
"0.002","0.03","0.35","6","1282.0"
"0.002","0.03","0.4","0","1122.0"
"0.002","0.03","0.4","1","432.0"
"0.002","0.03","0.4","2","432.0"
"0.002","0.03","0.4","3","432.0"
"0.002","0.03","0.4","4","432.0"
"0.002","0.03","0.4","6","432.0"
"0.002","0.03","0.45","0","510.0"
"0.002","0.03","0.45","1","-204.0"
"0.002","0.03","0.45","2","-204.0"
"0.002","0.03","0.45","3","-204.0"
"0.002","0.03","0.45","4","-204.0"
"0.002","0.03","0.45","6","-204.0"
"0.002","0.03","0.5","0","-57.0"
"0.002","0.03","0.5","1","368.0"
"0.002","0.03","0.5","2","368.0"
"0.002","0.03","0.5","3","368.0"
"0.002","0.03","0.5","4","368.0"
"0.002","0.03","0.5","6","368.0"
"0.003","0.03","0.05","0","1047.0"
"0.003","0.03","0.05","1","544.0"
"0.003","0.03","0.05","2","544.0"
"0.003","0.03","0.05","3","544.0"
"0.003","0.03","0.05","4","544.0"
"0.003","0.03","0.05","6","544.0"
"0.003","0.03","0.1","0","1345.0"
"0.003","0.03","0.1","1","716.0"
"0.003","0.03","0.1","2","716.0"
"0.003","0.03","0.1","3","716.0"
"0.003","0.03","0.1","4","716.0"
"0.003","0.03","0.1","6","716.0"
"0.003","0.03","0.15","0","1345.0"
"0.003","0.03","0.15","1","888.0"
"0.003","0.03","0.15","2","888.0"
"0.003","0.03","0.15","3","888.0"
"0.003","0.03","0.15","4","888.0"
"0.003","0.03","0.15","6","888.0"
"0.003","0.03","0.2","0","1345.0"
"0.003","0.03","0.2","1","1058.0"
"0.003","0.03","0.2","2","1058.0"
"0.003","0.03","0.2","3","1058.0"
"0.003","0.03","0.2","4","1058.0"
"0.003","0.03","0.2","6","1058.0"
"0.003","0.03","0.25","0","1345.0"
"0.003","0.03","0.25","1","1058.0"
"0.003","0.03","0.25","2","1058.0"
"0.003","0.03","0.25","3","1058.0"
"0.003","0.03","0.25","4","1058.0"
"0.003","0.03","0.25","6","1058.0"
"0.003","0.03","0.3","0","1345.0"
"0.003","0.03","0.3","1","1058.0"
"0.003","0.03","0.3","2","1058.0"
"0.003","0.03","0.3","3","1058.0"
"0.003","0.03","0.3","4","1058.0"
"0.003","0.03","0.3","6","1058.0"
"0.003","0.03","0.35","0","1345.0"
"0.003","0.03","0.35","1","1058.0"
"0.003","0.03","0.35","2","1058.0"
"0.003","0.03","0.35","3","1058.0"
